USDT-USD,USDT-USD,USDT-USD,USDT-USD,USDT-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD
Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
0.9995710253715515,1.0068730115890503,0.994924008846283,0.9998360276222229,21503143454,7194.89208984375,7254.33056640625,7174.9443359375,7200.17431640625,18565664997,129.6306610107422,132.83535766601562,129.1982879638672,130.802001953125,7935230330
0.9997879862785339,1.008450984954834,0.9865149855613708,1.0015649795532227,24212314977,7202.55126953125,7212.1552734375,6935.27001953125,6985.47021484375,20802083465,130.82003784179688,130.82003784179688,126.95491027832031,127.4101791381836,8032709256
1.001183032989502,1.022286057472229,0.9880269765853882,1.0041919946670532,32420287856,6984.4287109375,7413.71533203125,6914.99609375,7344.88427734375,28111481032,127.41126251220703,134.55401611328125,126.49002075195312,134.1717071533203,10476845358
1.0035099983215332,1.0136330127716064,0.9991599917411804,1.007472038269043,21585629320,7345.37548828125,7427.3857421875,7309.51416015625,7410.65673828125,18444271275,134.16851806640625,136.05271911621094,133.04055786132812,135.06936645507812,7430904515
1.0099209547042847,1.0161609649658203,1.0017579793930054,1.0061969757080078,24090142146,7410.45166015625,7544.4970703125,7400.53564453125,7411.3173828125,19725074095,135.0720977783203,139.4102020263672,135.04562377929688,136.2767791748047,7526675353
1.0064170360565186,1.0135890245437622,0.999114990234375,1.0029029846191406,29460474864,7410.4521484375,7781.8671875,7409.29296875,7769.21923828125,23276261598,136.3055419921875,144.32818603515625,136.0796356201172,144.3041534423828,9093747121
1.0030159950256348,1.011154055595398,0.9982489943504333,1.001723051071167,32765511976,7768.68212890625,8178.2158203125,7768.2275390625,8163.6923828125,28767291327,144.31199645996094,145.00177001953125,140.48887634277344,143.5439910888672,9257954672
1.0020259618759155,1.0159510374069214,0.9900670051574707,1.0042530298233032,35175740304,8161.935546875,8396.73828125,7956.7744140625,8079.86279296875,31672559265,143.48782348632812,146.8280029296875,138.26820373535156,141.2581329345703,9387194957
1.002985954284668,1.0101399421691895,0.9939939975738525,1.006572961807251,28026673217,8082.2958984375,8082.2958984375,7842.40380859375,7879.0712890625,24045990466,141.15577697753906,141.39398193359375,136.2364044189453,138.9792022705078,7697325348
1.0044440031051636,1.0116920471191406,0.9948260188102722,1.0014619827270508,34207037022,7878.3076171875,8166.55419921875,7726.77490234375,8166.55419921875,28714583844,138.967041015625,144.16732788085938,135.52040100097656,143.96377563476562,9084816203
1.0017549991607666,1.0080779790878296,0.9933850169181824,1.0000909566879272,31049760361,8162.19091796875,8218.359375,8029.64208984375,8037.53759765625,25521165085,143.4091033935547,146.4809112548828,142.2079620361328,142.92710876464844,9332208590
0.999442994594574,1.0093580484390259,0.9944459795951843,1.002478003501892,27250055613,8033.26171875,8200.0634765625,8009.05908203125,8192.494140625,22903438381,143.0325469970703,146.14585876464844,142.7076416015625,145.87393188476562,8528167453
1.0019630193710327,1.0100979804992676,0.9984269738197327,1.0033470392227173,26468468000,8189.77197265625,8197.7880859375,8079.70068359375,8144.1943359375,22482910688,146.2201385498047,146.79122924804688,142.90713500976562,144.22659301757812,8378529470
